车型_品牌,车主报价（万）,新车指导价（万）,车牌注册日期,里程（万公里）,排量,变速箱,车龄
本田 奥德赛 2017款 2.4L 智享版,22.28,28.96,2017,4.55,2.4L,0,4
大众 捷达 2017款 1.5L 自动时尚型,6.61,10.38,2017,3.44,1.5L,0,4
大众 途观 2015款 1.8TSI 自动两驱豪华型,12.38,28.2,2015,10.29,1.8T,0,6
大众POLO 2007款 1.6L Cross POLO AT,3.08,12.81,2009,8.0,1.6L,0,12
日产 阳光 2011款 1.5XE CVT舒适版,3.58,10.07,2012,7.3,1.5L,0,9
别克 英朗 2018款 15T 双离合精英型 国V,6.0,13.77,2018,2.8,1.0T,0,3
大众 捷达 2017款 1.5L 自动时尚型,5.78,10.38,2017,4.98,1.5L,0,4
马自达 阿特兹 2014款 2.0L 蓝天豪华版,10.8,20.49,2015,8.7,2.0L,0,6
雪佛兰 迈锐宝 2018款 530T 自动豪华版,10.87,19.53,2018,5.6,1.5T,0,3
大众 速腾 2018款 180TSI DSG臻享版,10.3,16.37,2018,2.88,1.2T,0,3
大众 朗逸 2015款 1.6L 手动风尚版,6.38,11.93,2015,4.62,1.6L,1,6
大众 途观 2016款 280TSI 自动两驱丝绸之路风尚版,11.8,21.14,2017,5.14,1.4T,0,4
别克 昂科威 2017款 28T 四驱精英型,15.6,29.3,2017,6.63,2.0T,0,4
马自达CX-4 2016款 2.5L 自动四驱蓝天激情版,12.41,20.93,2017,9.0,2.5L,0,4
大众 途观 2015款 1.8TSI 自动两驱舒适版,10.98,25.81,2015,10.62,1.8T,0,6
大众 2019款 朗逸启航 1.5L 自动风尚版 国VI,9.2,12.15,2020,0.01,1.5L,0,1
宝马X1 2018款 sDrive18Li 尊享型,19.6,32.98,2018,5.29,1.5T,0,3
大众 迈腾 2017款 330TSI DSG 豪华型,15.29,25.5,2017,8.86,1.8T,0,4
雪佛兰 科鲁兹 2017款 1.5L 自动先锋天窗版,6.98,13.56,2017,6.1,1.5L,0,4
大众 途观 2012款 1.8TSI 自动两驱菁英版,9.3,27.66,2013,8.7,1.8T,0,8
现代 瑞纳 2014款 1.4L 自动领先型GLX,5.8,10.08,2015,7.8,1.4L,0,6
大众 捷达 2015款 质惠版 1.6L 自动时尚型,6.3,10.38,2017,1.6,1.6L,0,4
大众 高尔夫 2020款 280TSI DSG舒适型,12.9,16.63,2020,1.98,1.4T,0,1
大众 捷达 2015款 质惠版 1.4L 手动时尚型,4.38,8.67,2016,5.21,1.4L,1,5
日产 逍客 2017款 2.0L CVT智享版 国V,12.22,17.13,2018,4.05,2.0L,0,3
丰田 汉兰达 2012款 2.7L 两驱5座精英版,15.18,27.01,2015,9.46,2.7L,0,6
马自达 昂克赛拉 2016款 三厢 1.5L 自动舒适型,7.89,13.67,2016,6.95,1.5L,0,5
别克 昂科威 2018款 20T 两驱精英型,13.9,24.95,2018,1.63,1.5T,0,3
大众 捷达 2015款 质惠版 1.6L 自动时尚型,6.3,10.38,2017,1.6,1.6L,0,4
日产 轩逸 2018款 1.6XV CVT尊享版,8.87,14.96,2018,4.33,1.6L,0,3
大众POLO 2016款 1.6L 自动舒适型,6.9,11.28,2017,2.93,1.6L,0,4
宝马X4 2014款 xDrive20i X设计套装(进口),29.78,53.17,2016,8.27,2.0T,0,5
大众 宝来 2017款 1.6L 自动时尚型,6.98,13.0,2017,4.5,1.6L,0,4
大众CC 2016款 1.8TSI 豪华型,14.48,29.18,2016,6.0,1.8T,0,5
宝马X1 2018款 sDrive20Li 领先型,20.0,34.39,2017,5.04,2.0T,0,4
大众CC 2013款 1.8TSI 豪华型,13.0,29.18,2014,5.6,1.8T,0,7
奥迪A5 2019款 Sportback 45 TFSI 时尚型(进口),35.0,46.54,2019,2.64,2.0T,0,2
日产 轩逸 2012款 经典 1.6XE 手动舒适版,5.4,10.83,2016,6.25,1.6L,1,5
起亚K2 2015款 两厢 1.4L AT GLS炫酷版,5.2,9.54,2016,2.27,1.4L,0,5
日产 天籁 2016款 改款 2.0L XL舒适版,12.8,20.28,2017,5.8,2.0L,0,4
福特 福克斯 2011款 三厢 1.8L 手动舒适型,2.38,12.46,2010,18.15,1.8L,1,11
大众 速腾 2018款 1.6L 自动舒适型,10.8,16.04,2019,1.07,1.6L,0,2
大众CC 2015款 1.8TSI 尊贵型,12.8,27.44,2015,13.12,1.8T,0,6
大众 朗逸 2017款 230TSI DSG舒适版,10.9,15.95,2018,5.79,1.4T,0,3
马自达 昂克赛拉 2016款 三厢 1.5L 自动舒适型,7.58,13.67,2016,7.9,1.5L,0,5
本田CR-V 2012款 2.4L 四驱尊贵版,12.38,27.44,2012,14.29,2.4L,0,9
吉利 远景SUV 2016款 1.8L 手动尊贵型,5.76,9.54,2016,5.4,1.8L,1,5
吉利 博越 2016款 2.0L 手动智尚型,6.3,11.81,2016,6.65,2.0L,1,5
奥迪A4L 2019款 40 TFSI 时尚型 国VI,24.5,36.45,2019,5.59,2.0T,0,2
现代 朗动 2015款 1.6L 自动时尚型,6.1,12.57,2015,7.1,1.6L,0,6
大众 途观 2016款 300TSI 自动两驱豪华版,14.8,28.2,2017,5.52,1.8T,0,4
现代 索纳塔九 2015款 1.6T GLX领先型,9.18,22.56,2016,5.96,1.6T,0,5
大众 速腾 2012款 1.6L 自动舒适型,6.28,16.37,2013,14.0,1.6L,0,8
奥迪S3 2019款 S3 2.0T Limousine(进口),32.2,39.49,2019,4.71,2.0T,0,2
马自达CX-5 2017款 2.5L 自动四驱智尊型 国V,16.88,24.94,2018,3.0,2.5L,0,3
丰田 汉兰达 2017款 2.0T 四驱至尊版 7座,27.3,35.91,2017,10.54,2.0T,0,4
大众 途观 2016款 280TSI 自动两驱丝绸之路风尚版,12.8,21.14,2017,3.62,1.4T,0,4
奥迪A3 2018款 30周年年型 Limousine 35 TFSI 进取型,13.68,21.33,2018,8.59,1.4T,0,3
哈弗F5 2018款 1.5T i范,8.5,13.89,2018,2.7,1.5T,0,3
大众 朗逸 2013款 1.6L 自动舒适版,5.3,14.97,2013,14.05,1.6L,0,8
大众 迈腾 2018款 330TSI DSG 豪华型,15.58,25.5,2017,7.18,1.8T,0,4
福特 福克斯 2013款 两厢经典 1.8L 自动基本型,5.5,11.92,2015,5.81,1.8L,0,6
大众 宝来 2014款 1.4TSI 自动舒适型,7.0,15.23,2015,9.44,1.4T,0,6
日产 奇骏 2014款 2.0L CVT智领版 2WD,11.8,22.77,2014,9.73,2.0L,0,7
奔驰CLK级 2006款 CLK 280 双门轿跑车(进口),10.98,81.41,2009,13.57,3.0L,0,12
大众 捷达 2017款 1.5L 自动时尚型,6.98,10.38,2018,4.26,1.5L,0,3
吉利 帝豪GL 2018款 1.8L 自动精英智联型,6.59,10.51,2018,6.1,1.8L,0,3
吉利 远景 2019款 升级版 1.5L 手动豪华型 国VI,4.58,6.5,2019,3.8,1.5L,1,2
大众 捷达 2017款 1.4L 手动时尚型,5.2,8.67,2019,2.2,1.4L,1,2
大众 捷达 2015款 1.6L 自动时尚型,4.8,10.67,2014,5.0,1.6L,0,7
福特 蒙迪欧 2013款 1.5L GTDi180时尚型,9.5,20.6,2016,5.67,1.5T,0,5
别克 昂科威 2017款 20T 两驱精英型,12.6,25.61,2017,5.38,1.5T,0,4
丰田 凯美瑞 2019款 2.5G 豪华版 国V,19.5,23.86,2019,1.72,2.5L,0,2
大众CC 2016款 2.0TSI 豪华型,16.8,30.81,2017,4.1,2.0T,0,4
别克 英朗 2018款 15T 手动精英型 国V,5.67,12.58,2018,5.04,1.0T,1,3
马自达CX-5 2015款 2.0L 手动两驱舒适型,7.3,18.43,2015,12.01,2.0L,1,6
吉利 帝豪 2019款 领军版 1.5L CVT豪华型 国VI,6.85,9.31,2020,0.46,1.5L,0,1
大众 迈腾 2018款 330TSI DSG 领先型,16.38,23.87,2018,4.5,1.8T,0,3
别克 英朗 2019款 15T 双离合进取型 国VI,6.7,12.91,2019,0.72,1.0T,0,2
大众 途观 2016款 280TSI 自动两驱丝绸之路风尚版,11.58,21.14,2017,4.0,1.4T,0,4
福特 福睿斯 2015款 1.5L 自动舒适型,4.9,11.7,2015,3.5,1.5L,0,6
现代 全新胜达 2017款 2.0T 自动两驱智能型 7座,13.3,26.03,2018,6.0,2.0T,0,3
日产 奇骏 2014款 2.0L CVT舒适版 2WD,12.5,21.36,2015,7.0,2.0L,0,6
吉利 星越 2019款 300T 耀星者,12.3,16.15,2020,1.4,1.5T,0,1
大众 2019款 宝来·传奇 1.5L 自动时尚型 国V,7.88,11.81,2019,1.12,1.5L,0,2
奥迪Q5 2017款 40 TFSI 进取型,23.5,43.46,2017,7.48,2.0T,0,4
现代ix35 2012款 2.0L 自动两驱精英版GLS,6.9,21.25,2012,7.31,2.0L,0,9
大众 迈腾 2017款 330TSI DSG 领先型,15.0,23.87,2017,7.2,1.8T,0,4
大众 2019款 宝来·传奇 1.5L 自动时尚型 国V,7.88,11.81,2019,1.12,1.5L,0,2
宝马1系 2008款 120i 自动挡(进口),4.97,31.26,2009,17.0,2.0L,0,12
大众 帕萨特 2011款 1.8TSI DSG御尊版,8.58,26.03,2012,8.7,1.8T,0,9
丰田 凯美瑞 2016款 2.0G 十周年纪念领先版,15.2,21.25,2017,6.45,2.0L,0,4
大众 捷达 2015款 质惠版 1.4L 手动时尚型,4.38,8.67,2016,5.21,1.4L,1,5
大众 捷达 2015款 1.6L 自动时尚型,5.3,10.67,2016,7.5,1.6L,0,5
大众 朗逸 2015款 1.6L 自动风尚版,7.98,13.23,2017,3.34,1.6L,0,4
大众 捷达 2019款 梦想版 1.4L 手动时尚型,5.48,8.66,2019,2.0,1.4L,1,2
宝马5系 2013款 525Li 豪华型,20.1,53.69,2013,12.3,2.0T,0,8
吉利 帝豪 2014款 两厢 1.5L 手动精英型,2.98,8.34,2015,1.86,1.5L,1,6
大众 高尔夫 2012款 1.4TSI 自动舒适型,6.99,15.72,2012,9.0,1.4T,0,9
马自达CX-4 2016款 2.0L 自动两驱蓝天活力真皮版,11.8,17.02,2017,4.3,2.0L,0,4
大众 速腾 2020款 200TSI DSG舒适型 国VI,11.88,16.27,2020,1.57,1.2T,0,1
日产 奇骏 2021款 2.0L XL ITS CVT 2WD智联舒适版,17.88,21.63,2021,0.01,2.0L,0,0
大众 朗逸 2018款 两厢 280TSI DSG舒适版 国V,10.68,16.38,2018,3.62,1.4T,0,3
哈弗H6 2013款 运动版 1.5T 手动两驱精英型,5.23,13.44,2015,7.07,1.5T,1,6
吉利 博瑞 2020款 1.5T MHEV 耀享版,10.68,16.26,2019,1.5,1.5T,0,2
宝马3系 2017款 318Li 时尚型,21.5,33.64,2017,5.7,1.5T,0,4
福特 福克斯 2013款 两厢经典 1.8L 自动时尚型,3.8,13.44,2013,13.97,1.8L,0,8
奥迪A3 2014款 Limousine 35 TFSI 自动时尚型,11.98,24.41,2015,8.8,1.4T,0,6
丰田 威驰 2014款 1.5L 自动智臻版,5.15,9.53,2015,10.95,1.5L,0,6
大众 高尔夫 2016款 230TSI 自动舒适型,9.98,16.81,2017,2.17,1.4T,0,4
起亚K2 2012款 两厢 1.4L AT 炫酷纪念版,4.3,9.54,2013,7.2,1.4L,0,8
哈弗H6 2019款 运动版 1.5T 自动两驱尊贵智联型 国VI,9.98,13.03,2020,1.0,1.5T,0,1
吉利 缤越 2019款 260T DCT骑士 国VI,8.7,10.83,2019,2.38,1.5T,0,2
宝马3系 2017款 318i 时尚型,19.5,31.26,2018,5.65,1.5T,0,3
大众 迈腾 2013款 1.8TSI 豪华型,9.89,25.27,2014,7.4,1.8T,0,7
哈弗H6 2013款 升级版 1.5T 手动两驱精英型,3.5,12.57,2013,10.0,1.5T,1,8
福特 福克斯 2019款 三厢 EcoBoost 180 自动ST Line,12.78,16.37,2019,0.42,1.5T,0,2
大众 帕萨特 2014款 1.8TSI DSG御尊版,9.98,26.03,2014,13.88,1.8T,0,7
大众 高尔夫 2012款 1.4TSI 自动舒适型,7.6,15.72,2012,11.0,1.4T,0,9
大众 速腾 2014款 改款 1.6L 自动舒适型,6.48,16.37,2014,8.55,1.6L,0,7
大众 迈腾 2017款 280TSI DSG 舒适型,13.1,20.61,2017,4.11,1.4T,0,4
大众 速腾 2010款 1.4TSI 自动技术型,4.86,17.67,2010,8.4,1.4T,0,11
大众 宝来 2012款 1.6L 自动时尚型,4.28,13.0,2012,7.5,1.6L,0,9
马自达 阿特兹 2014款 2.0L 蓝天豪华版,10.58,20.49,2015,11.0,2.0L,0,6
本田 雅阁 2016款 2.0L 精英版,13.5,20.6,2016,7.3,2.0L,0,5
福特 福克斯 2013款 两厢经典 1.8L 自动基本型,4.5,11.92,2013,7.5,1.8L,0,8
大众 高尔夫 2011款 1.4TSI 自动舒适型,6.28,16.26,2012,9.8,1.4T,0,9
大众 速腾 2012款 1.6L 自动舒适型,5.98,16.37,2013,9.91,1.6L,0,8
大众 捷达 2013款 1.6L 自动时尚型,6.0,10.67,2014,10.51,1.6L,0,7
大众 速腾 2018款 180TSI DSG臻享版,11.28,16.37,2019,1.2,1.2T,0,2
奥迪Q3 2015款 30 TFSI 进取型,15.5,28.96,2015,2.4,1.4T,0,6
大众 尚酷 2015款 1.4TSI 风尚版(进口),13.0,24.18,2015,7.17,1.4T,0,6
奥迪A4L 2018款 30周年年型 40 TFSI 时尚型,23.96,37.22,2018,4.06,2.0T,0,3
大众CC 2016款 2.0TSI 豪华型,16.3,30.81,2016,7.8,2.0T,0,5
宝马5系 2013款 525Li 豪华型,20.96,53.69,2013,8.87,2.0T,0,8
现代ix35 2012款 2.0L 自动两驱精英版GLS,5.26,21.25,2012,9.6,2.0L,0,9
日产 骐达 2011款 1.6L CVT智能型,6.08,13.6,2012,6.07,1.6L,0,9
大众CC 2018款 1.8TSI 豪华型,17.88,29.18,2018,4.65,1.8T,0,3
大众 捷达 2019款 梦想版 1.4L 手动时尚型,5.68,8.66,2019,2.83,1.4L,1,2
本田 杰德 2014款 1.8L 自动舒适精英版 5座,9.68,17.13,2015,6.8,1.8L,0,6
大众 捷达 2015款 质惠版 1.4L 手动时尚型,4.38,8.67,2016,5.21,1.4L,1,5
日产 轩逸 2018款 1.6XV CVT尊享版,8.58,14.96,2018,4.38,1.6L,0,3
本田 艾力绅 2016款 2.4L 至尊版,24.98,33.63,2017,13.05,2.4L,0,4
大众 迈腾 2018款 330TSI DSG 豪华型,17.25,25.5,2018,4.3,1.8T,0,3
奥迪Q5 2017款 40 TFSI 进取型,24.7,43.46,2016,8.43,2.0T,0,5
别克GL8 2013款 2.4L CT豪华商务舒适版,12.58,31.47,2013,11.98,2.4L,0,8
大众 高尔夫 2019款 2.0TSI GTI 国V,19.9,25.42,2019,6.0,2.0T,0,2
奥迪TTS 2013款 TTS Coupe 2.0TFSI quattro(进口),24.68,71.86,2014,7.68,2.0T,0,7
福特 福睿斯 2015款 1.5L 自动时尚型,5.98,13.0,2016,8.21,1.5L,0,5
大众CC 2016款 1.8TSI 豪华型,16.5,29.18,2017,12.86,1.8T,0,4
奔驰GLK级 2013款 GLK 300 4MATIC 动感型,15.58,45.37,2013,15.0,30.0L,0,8
福特 福克斯 2015款 两厢 EcoBoost 125 自动超能风尚型,6.8,15.17,2016,7.56,1.0T,0,5
奥迪A8L 2013款 A8L 45 TFSI quattro舒适型(进口),36.8,101.06,2014,6.1,3.0T,0,7
宝马3系 2018款 318Li,22.5,33.63,2018,1.0,1.5T,0,3
丰田 RAV4 2019款 2.0L CVT两驱风尚X限量版 国VI,17.68,21.9,2019,1.72,2.0L,0,2
本田 缤智 2017款 1.5L CVT两驱舒适型,10.38,14.85,2018,1.46,1.5L,0,3
别克 昂科威 2014款 28T 四驱精英型,10.98,29.3,2015,9.8,2.0T,0,6
现代ix25 2017款 1.6L 自动智能型,8.9,14.42,2018,2.33,1.6L,0,3
奔驰E级 2017款 E 300 L 运动豪华型,36.98,54.25,2017,7.84,2.0T,0,4
马自达 阿特兹 2017款 2.5L 蓝天尊崇版,14.8,23.42,2017,4.64,2.5L,0,4
奥迪A3 2014款 Sportback 35 TFSI 自动时尚型,10.7,23.76,2014,7.65,1.4T,0,7
宝马5系 2014款 525Li 豪华设计套装,25.68,54.23,2015,12.15,2.0T,0,6
奥迪A4L 2019款 40 TFSI 进取型 国V,23.7,32.65,2019,6.22,2.0T,0,2
大众 捷达 2019款 梦想版 1.4L 手动时尚型,5.48,8.66,2019,2.0,1.4L,1,2
大众 途观 2015款 1.8TSI 自动四驱豪华型,12.28,30.05,2015,9.1,1.8T,0,6
大众 宝来 2019款 1.5L 自动时尚型,9.18,13.24,2019,4.04,1.5L,0,2
哈弗H6 2015款 改款 运动版 1.5T 手动两驱精英型,5.9,13.44,2016,5.09,1.5T,1,5
大众 捷达 2013款 1.6L 手动舒适型,3.98,10.67,2014,10.47,1.6L,1,7
奔驰C级 2018款 C 200 运动版,24.8,33.95,2017,5.92,2.0T,0,4
大众POLO 2016款 1.4L 自动风尚型,6.8,9.54,2016,1.5,1.4L,0,5
丰田 锐志 2010款 2.5S 风度菁华版,11.06,22.77,2013,11.1,2.5L,0,8
雪佛兰 科沃兹 2018款 320 自动欣享天窗版,5.88,9.87,2018,4.2,1.5L,0,3
现代 朗动 2015款 1.6L 手动领先型,5.76,12.57,2016,6.24,1.6L,1,5
起亚K5 2015款 2.0L 自动GL,8.25,18.21,2016,4.53,2.0L,0,5
大众 朗逸 2018款 两厢 280TSI DSG舒适版 国V,10.68,16.38,2018,3.62,1.4T,0,3
现代 朗动 2012款 1.6L 自动尊贵型,5.5,14.42,2013,8.13,1.6L,0,8
别克GL8 2018款 28T 豪华型 国VI,21.88,27.45,2019,4.1,2.0T,0,2
吉利 缤越 2019款 运动款 260T DCT游侠 国V,8.78,11.81,2019,2.73,1.5T,0,2
别克GL6 2018款 18T 6座精英型,9.5,15.73,2018,5.79,1.3T,0,3
福特 福睿斯 2017款 1.5L 手动舒适型,5.02,10.51,2017,4.26,1.5L,1,4
奔驰E级 2019款 E 200 L,38.98,46.22,2019,3.68,2.0T,0,2
福特 翼虎 2017款 EcoBoost 180 两驱精翼型,10.45,20.06,2017,4.23,1.5T,0,4
大众 速腾 2009款 1.6L 自动时尚型,3.6,15.72,2009,9.98,1.6L,0,12
福特 福克斯 2012款 两厢 1.6L 自动风尚型,4.38,15.62,2013,10.0,1.6L,0,8
大众POLO 2016款 1.4L 自动风尚型,6.5,9.54,2016,2.24,1.4L,0,5
本田 艾力绅 2016款 2.4L 风尚版,22.7,29.94,2017,6.0,2.4L,0,4
日产 逍客 2019款 2.0L CVT智享版,12.3,16.81,2019,1.73,2.0L,0,2
丰田 皇冠 2018款 2.0T 时尚版,23.8,30.37,2018,5.05,2.0T,0,3
日产 骐达 2008款 1.6L 自动智能型,3.8,13.76,2010,11.0,1.6L,0,11
日产 天籁 2016款 2.0L XL舒适版,11.2,20.17,2016,5.87,2.0L,0,5
雪佛兰 科沃兹 2019款 320 自动欣享天窗版,5.98,9.87,2018,3.52,1.5L,0,3
大众 朗逸 2011款 1.6L 手动品悠版,4.7,12.24,2012,8.65,1.6L,1,9
马自达CX-4 2018款 2.0L 自动两驱蓝天活力版 国VI,12.58,16.59,2019,4.59,2.0L,0,2
大众 辉昂 2016款 380TSI 两驱御尊版,20.38,37.88,2017,8.0,2.0T,0,4
大众 迈腾 2017款 330TSI DSG 豪华型,16.36,25.5,2017,5.0,2.0T,0,4
本田 INSPIRE 2019款 260TURBO 精致版 国VI,17.68,20.93,2020,1.03,1.5T,0,1
日产 蓝鸟 2016款 1.6L CVT智酷版,8.8,14.32,2018,3.2,1.6L,0,3
大众 宝来 2012款 1.6L 自动舒适型,4.23,14.2,2012,14.5,1.6L,0,9
本田 锋范经典 2008款 1.5L 自动精英版,4.88,12.68,2012,9.59,1.5L,0,9
现代 领动 2018款 1.6L 自动15周年特别版,7.92,13.0,2018,2.36,1.6L,0,3
吉利 博瑞 2016款 2.4L 尊雅型,7.66,14.85,2016,7.01,2.4L,0,5
吉利 博越 2016款 1.8TD 自动智尚型,8.3,13.44,2016,12.0,1.8T,0,5
大众 迈腾 2017款 380TSI DSG 尊贵型,16.5,29.73,2017,5.37,2.0T,0,4
丰田 卡罗拉 2016款 双擎 1.8L CVT精英版,9.58,16.26,2016,9.97,1.8L,0,5
大众 捷达 2019款 梦想版 1.5L 手动时尚型,5.68,9.2,2018,3.58,1.5L,1,3
丰田 汉兰达 2012款 2.7L 两驱7座豪华版,17.5,32.43,2014,7.22,2.7L,0,7
丰田 汉兰达 2015款 2.0T 四驱豪华版 7座,24.3,32.0,2015,7.14,2.0T,0,6
大众POLO 2014款 1.6L 自动30周年纪念版,5.8,12.91,2014,6.89,1.6L,0,7
大众 迈腾 2018款 330TSI DSG 豪华型,17.5,25.5,2018,5.1,1.8T,0,3
雪佛兰 赛欧 2013款 三厢 1.4L AMT优逸版,2.68,8.23,2012,11.09,1.4L,0,9
雪佛兰 迈锐宝 2018款 530T 自动豪华版,10.2,19.53,2018,6.35,1.5T,0,3
现代 领动 2016款 1.4T 双离合炫动·活力型,8.48,14.09,2018,3.54,1.4T,0,3
宝马2系旅行车 2016款 218i 时尚型,12.28,25.49,2016,8.6,1.5T,0,5
大众 途观 2012款 1.8TSI 手动两驱都会版,7.6,21.69,2012,10.67,1.8T,1,9
马自达CX-4 2016款 2.0L 自动两驱蓝天品位版,11.9,18.43,2017,4.37,2.0L,0,4
大众CC 2016款 1.8TSI 尊贵型,16.6,27.44,2016,5.4,1.8T,0,5
吉利 博越 2020款 1.8TD DCT两驱智联型4G互联版,10.9,13.0,2020,0.43,1.8T,0,1
吉利 帝豪 2018款 1.5L CVT豪华型,5.68,9.31,2019,4.0,1.5L,0,2
别克 昂科拉 2014款 1.4T 自动两驱都市精英型,6.68,17.36,2014,6.45,1.4T,0,7
现代 名图 2017款 1.8L 自动智能型GLS 国V,9.69,16.26,2018,3.09,1.8L,0,3
奥迪Q5 2016款 40 TFSI 技术型,23.98,46.41,2016,8.9,2.0T,0,5
大众CC 2012款 1.8TSI 豪华型,11.2,28.85,2012,9.77,1.8T,0,9
福特 福睿斯 2017款 改款 1.5L 自动舒适型,5.58,11.7,2017,4.01,1.5L,0,4
雪佛兰 探界者 2018款 535T 自动驰界版,13.5,20.61,2019,1.59,1.5T,0,2
大众 朗逸 2018款 280TSI DSG舒适版 国V,10.18,15.95,2018,3.86,1.4T,0,3
吉利 缤越 2020款 PRO 260T DCT骑士,9.2,10.83,2020,0.77,1.5T,0,1
宝马5系 2018款 改款 530Li 领先型 M运动套装,39.58,51.77,2018,8.17,2.0T,0,3
大众 捷达 2010款 1.6L 伙伴,2.99,8.23,2012,9.29,1.6L,1,9
哈弗H6 2016款 升级版 1.5T 手动两驱都市型,4.88,10.29,2016,5.06,1.5T,1,5
本田CR-V 2010款 2.4L 自动四驱豪华版,7.68,26.03,2010,13.0,2.4L,0,11
哈弗H6 2018款 运动版 1.5T 自动两驱精英型 国V,8.9,12.27,2019,6.0,1.5T,0,2
大众 捷达 2010款 1.6L 伙伴,2.99,8.23,2013,8.85,1.6L,1,8
大众 速腾 2017款 1.6L 自动舒适型,9.0,16.37,2017,3.17,1.6L,0,4
大众 高尔夫 2018款 280TSI 自动R-Line型,13.0,18.66,2018,4.5,1.4T,0,3
丰田 汉兰达 2015款 2.0T 四驱至尊版 7座,25.9,35.91,2015,5.1,2.0T,0,6
现代 名图 2017款 1.6T 自动智能型GLS 国V,9.4,17.35,2017,6.87,1.6T,0,4
奥迪Q3 2020款 35 TFSI 时尚致雅型,23.88,31.13,2020,0.17,1.4T,0,1
福特 福克斯 2011款 两厢 1.8L 手动舒适型,3.38,12.46,2012,16.55,1.8L,1,9
奔驰C级 2017款 改款 C 180 L 时尚型运动版,23.98,35.36,2018,5.46,1.6T,0,3
现代 名图 2014款 1.8L 自动智能型GLS,7.95,16.26,2015,8.5,1.8L,0,6
起亚K4 2017款 1.6T 自动T-DLX Turbo,8.5,17.35,2017,5.6,1.6T,0,4
吉利 远景 2017款 1.5L 自动幸福版,4.9,7.26,2017,6.68,1.5L,0,4
哈弗H7 2016款 蓝标H7 2.0T 自动豪华型,7.6,17.26,2016,14.13,2.0T,0,5
现代ix25 2015款 2.0L 自动两驱智能型GLS,7.88,18.11,2015,10.67,2.0L,0,6
马自达 阿特兹 2018款 2.5L 蓝天运动版 国V,16.3,21.69,2019,3.0,2.5L,0,2
宝马5系 2014款 520Li 典雅型,22.8,47.28,2014,12.4,2.0T,0,7
奥迪A6L 2017款 30 FSI 技术型,28.8,47.63,2017,9.73,2.5L,0,4
哈弗H9 2016款 2.0T 四驱豪华型 7座,17.98,27.12,2017,7.5,2.0T,0,4
大众 途观 2012款 1.8TSI 自动两驱风尚版,8.8,25.38,2012,10.69,1.8T,0,9
雪佛兰 科鲁兹 2015款 1.5L 经典 SL MT,4.5,9.76,2015,7.57,1.5L,1,6
马自达 昂克赛拉 2017款 两厢 2.0L 自动豪华型 国V,10.28,16.27,2018,9.02,2.0L,0,3
马自达CX-5 2015款 2.0L 自动两驱都市型,11.5,20.71,2016,5.25,2.0L,0,5
路虎 揽胜极光 2016款 2.0T PURE 风尚版,20.8,43.2,2017,2.9,2.0T,0,4
现代 朗动 2015款 1.6L 自动领先型,6.2,13.87,2015,15.24,1.6L,0,6
马自达CX-4 2016款 2.0L 自动两驱蓝天活力版,10.16,16.59,2016,5.62,2.0L,0,5
雪佛兰 乐风 2009款 1.4 SE MT,1.38,8.89,2010,11.5,1.4L,1,11
大众 速腾 2017款 230TSI 自动豪华型,10.9,18.54,2017,3.2,1.4T,0,4
本田 思域 2016款 220TURBO CVT豪华版,11.98,15.19,2018,5.67,1.5T,0,3
雪佛兰 迈锐宝 2018款 530T 自动风尚版,10.28,18.44,2019,3.8,1.5T,0,2
大众 宝来 2014款 1.6L 自动舒适型,6.5,13.93,2015,7.02,1.6L,0,6
大众 途观 2012款 1.8TSI 自动四驱菁英版,9.3,29.5,2013,12.58,1.8T,0,8
大众 高尔夫 2010款 1.4TSI 自动舒适型,4.78,16.26,2010,10.01,1.4T,0,11
大众POLO 2016款 1.6L 自动舒适型,6.85,11.28,2017,1.13,1.6L,0,4
本田 飞度 2016款 1.5L LXS CVT舒适天窗版,7.39,9.31,2018,2.31,1.5L,0,3
起亚 智跑 2016款 2.0L 自动两驱版DLX,9.38,19.3,2017,9.8,2.0L,0,4
日产 骐达 2014款 1.6L CVT智能型,7.4,13.6,2015,4.59,1.6L,0,6
奔驰A级 2019款 改款 A 200 L 运动轿车,21.18,28.74,2019,2.11,1.3T,0,2
吉利 博瑞GE新能源 2018款 1.5T PHEV 耀享版,10.98,20.6,2019,2.8,1.5T,0,2
丰田 凯美瑞 2019款 改款 双擎 2.5HG 豪华版,23.8,26.03,2021,0.6,2.5L,0,0
大众 捷达 2017款 1.4L 手动时尚型,5.3,8.67,2018,2.1,1.4L,1,3
大众 高尔夫 2018款 230TSI 自动豪华型,12.38,18.01,2018,4.36,1.4T,0,3
大众POLO 2013款 1.4L 自动舒适版,5.68,11.6,2014,6.81,1.4L,0,7
起亚K5 2012款 2.0L 自动DLX特别版,7.18,20.71,2012,5.5,2.0L,0,9
马自达CX-4 2016款 2.0L 自动两驱蓝天品位版,10.5,18.43,2017,6.42,2.0L,0,4
雪佛兰 迈锐宝XL 2019款 535T CVT锐动版,11.28,17.9,2019,2.65,1.3T,0,2
马自达CX-4 2018款 2.0L 自动两驱蓝天活力版 国V,11.8,16.59,2018,2.1,2.0L,0,3
别克GL8 2018款 28T 豪华型 国VI,24.88,27.45,2020,3.67,2.0T,0,1
奥迪Q5L 2018款 40 TFSI 荣享时尚型 国VI,33.98,44.92,2019,1.6,2.0T,0,2
